"GeneSymbol","log2FC_db_dw","pvalue","alias","Entrez","log2FC_hallock","pval_hallock","fdr_hallock"
"FIP1L1",0.42561775,0.02062924,"","289582",-0.0862996286828821,0.421126302491294,0.697554904524481
"GJB2",0.87944615,0.02066671,"","CXN-26|Cx26",0.549114137800897,0.382851513701145,0.666460006085255
"SNRNP40",0.26904786,0.020728698,"","RGD1309198",-0.112802506129521,0.453420244855834,0.720164949952656
"MPDU1",-0.49394405,0.020758046,"","303244",0.0539086069452661,0.658794959502461,0.845634681722562
"ZMPSTE24",0.4096436,0.020809803,"","313564",0.0226528853863836,0.838629208503034,0.934031725690675
"LYRM7",-0.7201525,0.020845149,"","686506",-0.181883670443859,0.407954909027632,0.687642034743887
"DHX33",0.6332344,0.021010872,"","287464",-0.187583186756105,0.0673915181942343,0.289637732680198
"MAP2K1",0.46555167,0.021087652,"Mek1","170851",0.192250646145898,0.161061439625022,0.443962828072368
"TRAK1",-0.44992325,0.021176055,"RGD1307844","316085",0.252926970323208,0.211795521527137,0.50598481745339
"HCN3",-0.58350736,0.021250414,"","114245",-0.263764158460898,0.161492107289184,0.444067166841078
"COX11",0.3311598,0.021282801,"","690300",0.067084219799467,0.596134272571606,0.811799513201131
"DECR2",-0.7600805,0.021355916,"Dcrakl|putativeperoxisomal2","64461",0.173701283235002,0.200985929924923,0.495238430134869
"NEMP2",0.3647779,0.021356642,"RGD1560421|Tmem194b","503257",-0.504410349378697,0.0315435760491704,0.196901968614437
"MPHOSPH10",0.49548197,0.021419972,"","293828",0.401807730717398,0.00398556974130777,0.0597455883125564
"FAM212A",-0.98108214,0.021421747,"RGD1560778","316001",NA,NA,NA
"CDC45",0.44240254,0.021473555,"Cdc45l","287961",-0.413938193802034,0.186603014076853,0.478360169636754
"TRIM36",0.64333475,0.02148699,"","291597",0.000272677661496516,0.999278952957926,0.999669792481914
"ATF4",0.45487285,0.021494819,"","79255",0.709316905920318,8.27114888761236e-06,0.00103830827324125
"NVL",0.39071107,0.021549927,"","289323",-0.21228851020069,0.0946162918040411,0.340971920199769
"SHTN1",-0.3805176,0.021569615,"RGD1311558|Shootin1","292139",-0.0716562891327432,0.701473087488407,0.867949997310741
"MCCC2",-0.4543736,0.021715138,"","361884",-0.310338590697794,0.114499396910439,0.375101930768716
"TWIST2",-1.073762,0.021729017,"Dermo1","59327",-0.0959972632719509,0.828225440259042,0.928916298979419
"WDR34",-0.35201335,0.021729643,"","296618",0.0279354361731346,0.857567928939402,0.942298584374954
"UBE2D1",-0.5558267,0.02176936,"","361831",-0.0645077803369287,0.62286283812986,0.826578856852791
"ANGPT2",0.9950371,0.02176936,"Agpt2|Ang-2","89805",0.709671746278857,0.107871434945888,0.364451305277936
"MSTN",-0.9719133,0.021809116,"Gdf8","29152",-0.403236619161038,0.562947131094692,0.793538389130841
"SPIN2A",-0.66989213,0.021809116,"RGD1560898|Spin2","317395",NA,NA,NA
"CDH7",-0.7649024,0.02182333,"Cad7","29162",-0.27562372678776,0.216862224024915,0.511873898719324
"NOP14",0.37772366,0.021906657,"Nol14|RGD1305605","289724",0.102574365581574,0.42366350298474,0.699451557049682
"AZIN2",-0.74265516,0.02193875,"Adc|AzI2|ODC-p|RGD156477","366473",-0.0530395689314551,0.726892688837822,0.88150762751138
"TUBGCP3",0.33934143,0.021972759,"","306599",0.023871424890716,0.826754117503376,0.928029115823911
"VPS37C",0.3543599,0.022023605,"RGD1309258","308178",0.0868452637011828,0.515493529175172,0.762639625153245
"COG3",0.46740416,0.022023605,"","361073",-0.163635209436228,0.125577429152333,0.391284506672003
"SCLY",-0.41821226,0.02206824,"","363285",-0.259096130684877,0.0889607592641542,0.331448480710692
"MIDN",0.48622456,0.02206824,"","314623",1.37792811493319,2.5584617728828e-06,0.000475920407242981
"SLC5A10",1.0390279,0.02206824,"","303205",NA,NA,NA
"MAP7D2",0.6383688,0.022087066,"Brelin|Mtap7d2|RGD156485","317508",0.210043435108508,0.105469888384803,0.360814734907986
"DDX31",0.40275928,0.0221322,"","311835",0.0600287828852876,0.665937113575256,0.848732807099153
"ALDH3A2",0.41460213,0.0221322,"Aldh4|FALDH","65183",0.0104420091104132,0.935359939256378,0.975581077171144
"EHD3",0.45017213,0.02218002,"Ehd2","192249",0.345550953928959,0.030634202794003,0.193706702828509
"CCDC116",0.72348905,0.022228336,"Sdf2l1","287936",-0.0477052072537051,0.841334577175705,0.935364744263476
"SCHIP1",0.44048518,0.02227399,"","295105",0.460634133213645,0.0108176112541381,0.109362629190797
"NEUROD2",-0.57589155,0.022393469,"","54276",0.0913042551750662,0.617346503909061,0.82374595128707
"ZFYVE1",-0.39420262,0.022393469,"","299188",-0.212989730415982,0.102976828527485,0.356533310546431
"ST18",0.9323301,0.022393469,"","Nzf3|r-MyT3",0.131698412145394,0.575534752564362,0.79987720620607
"SFI1",-0.3593983,0.02240066,"RGD1560636","305467",-0.691069029486611,0.00279347031348571,0.0498597326380419
"IARS",0.5432607,0.02241786,"Iarsl","306804",0.115528372673369,0.384017207202954,0.667099415714353
"THNSL1",-0.41821316,0.02246256,"","498805",-0.087198986843711,0.453291278683956,0.720071900041233
"KRT16",1.0515325,0.022464631,"Ka16|Krt14|Krt14l","303530",NA,NA,NA
"SLC39A10",0.41648242,0.022551391,"","363229",0.174449859451962,0.236629938013232,0.533603900333564
"SSR1",0.23996204,0.022580769,"","Ac2-238",0.118525632302297,0.239146717825722,0.536491975000958
"TMEM95",0.99867725,0.02259108,"","691982",NA,NA,NA
"MRPS12",-0.37447104,0.022634368,"","292758",0.314632832249908,0.0244017573128893,0.170726193913996
"TMEM19",-0.45933667,0.022701034,"","299800",-0.068996255589863,0.623480931483009,0.826916438942529
"RBM26",0.35263962,0.022743149,"RGD1308297","306137",-0.10370398312005,0.475998493862548,0.736230647240106
"DPYD",-0.40603387,0.022779727,"","81656",0.0905752284598539,0.742359313221209,0.889576429194597
"DPM2",-0.34453657,0.022779727,"","29640",-0.0488432970109424,0.679243123850822,0.856140879285307
"ICAM5",0.6350212,0.023105703,"","313785",0.295154715449578,0.0252443896832674,0.174075949643115
"NR1H4",1.0299447,0.02314844,"Fxr","60351",NA,NA,NA
"AMPD2",-0.35778847,0.02316695,"Ampd","362015",-0.183318763699118,0.379090993141837,0.663952743445029
"SF3A1",0.30246204,0.023192532,"","305479",0.0288119780259226,0.817552541427505,0.924555432577552
"RTF1",-0.37656203,0.023204755,"Gtl7","366169",0.0168145618671151,0.909141131660127,0.965372868125624
"BNIP1",-0.47995958,0.02324584,"Bnip1l1","140932",-0.270624577686286,0.0976361981002827,0.346304712346678
"C2",0.65125006,0.023256697,"","24231",-0.267496985903723,0.473972195711332,0.734909365524402
"EIF5A",0.3161303,0.02325939,"","287444",0.320820888800639,0.0108874693488226,0.109654033991872
"PODXL2",-0.46132386,0.02325958,"","RGD1305815",0.211522938179605,0.143493077446302,0.418584502560831
"GPRC5D",1.0628122,0.023274288,"RGD1563887","500349",NA,NA,NA
"EBPL",-0.81103384,0.023533585,"","361054",-0.212580603310506,0.222211852806121,0.517339735136972
"RNFT2",-0.47578886,0.023533585,"RGD1560195|Tmem118","304521",-0.00693866466332863,0.945757577482093,0.979555150356276
"SDR39U1",-0.47096366,0.023644267,"RGD1309307","361044",-0.0565328252502712,0.626963764419035,0.828468561910007
"SYNJ2BP",0.44070727,0.02364881,"Omp25","64531",0.128242160353141,0.246218822532117,0.544074465081229
"HDGFRP3",0.23701152,0.0237519,"","252941",NA,NA,NA
"POFUT2",0.2858751,0.02376734,"","309686",0.157605040905753,0.180598207094471,0.470152737095047
"AGPAT4",0.3172423,0.023829859,"","170919",0.488077295157457,0.000848399847560068,0.0247645615988219
"ARHGAP26",0.6762538,0.023879444,"","307459",0.0215062234637728,0.853508062520512,0.940561076775383
"PTH2",1.0623065,0.0239008,"RGD1559447|Tifp39|Tip39","499149",NA,NA,NA
"HNMT",-0.7935456,0.023969265,"","81676",0.0185622649072937,0.899391009296504,0.960921860424175
"EXOC6B",0.51423776,0.024024148,"RGD1560638","500233",0.0110516270664048,0.936132278293545,0.975581077171144
"ENHO",-0.77281755,0.024061421,"RGD1565232","100912292",0.0847807325561277,0.544314535190781,0.781268519856465
"ZFP598",0.38935694,0.024068875,"Ntrap|Znf598","287119",0.123935807630939,0.3690378223681,0.656288190621942
"HEATR5B",-0.47741523,0.024102585,"","362683",0.0353624784334686,0.754577664569326,0.895780466073479
"RAB26",-0.6244838,0.024215654,"","171111",-0.154133870328066,0.349781248681533,0.639563802016855
"ZMAT3",0.60328597,0.024220372,"PAG608|Wig1","64394",0.0297820512128919,0.880298308536932,0.952500658866662
"FBXW17",-0.52784884,0.024243416,"RGD1566133","361219",-0.662102787456,0.00378495871399953,0.0581440129173111
"TRIM45",-0.6569792,0.024276678,"","295323",-0.402234631864257,0.0188508471879763,0.148871491763941
"SMIM3",-0.43222162,0.02429222,"Nid67","286910",0.574104581482627,0.00510268071983716,0.0697934845516765
"PCDHA3",-0.4330155,0.024306206,"","116780",-0.110265239262903,0.60810122539578,0.81780921945767
"HIPK2",0.72276527,0.024310857,"","362342",-0.123832921317925,0.340479102057655,0.630715497583173
"DSG3",1.039333,0.024361389,"","291752",NA,NA,NA
"DUSP8",-0.4727663,0.024405938,"Hb5|M3/6","361679",0.0943003861391253,0.402247139027467,0.682372820326648
"NR1I3",-0.47867706,0.024651837,"CAR","65035",NA,NA,NA
"MAP3K5",-0.5257784,0.024662388,"Ask1|RGD1306565","365057",0.660512539574647,0.00116175002818963,0.0290833097611238
"RNMTL1",0.5180982,0.0246857,"RGD1309077|Rnmtl1","360569",NA,NA,NA
"NXNL2",0.8030359,0.0246857,"Rdcvf2","689232",NA,NA,NA
"CLTC",0.4065264,0.02470702,"","54241",0.44939738770643,0.00028487809013061,0.0124025010218139
"DCTD",0.5415651,0.02474614,"","290741",-0.399853156918722,0.107023579762799,0.362981233406263
"GMPPB",0.35616145,0.024762154,"RGD1560458","363145",1.18066372932322,3.42063924094548e-06,0.000565697645721098
"SHISA2",0.67983407,0.024807438,"RGD1561256|Tmem46","498528",0.869705322338225,0.00131764572420195,0.0314238540893011
"N4BP2L2",0.4002115,0.024890715,"","288416",0.0710526412641828,0.528972314036247,0.771367694541739
"RGS7",0.4333365,0.024890715,"","54296",0.110489488766294,0.410988638619133,0.689937609600845
"PLPPR3",-0.36046594,0.025061086,"Lppr3|Prg-2","314614",0.168069048477194,0.203182002558808,0.497547886112772
"RGD1309870",-0.9370675,0.025096979,"","289778",NA,NA,NA
"SMARCA2",-0.3563186,0.025176045,"","361745",-0.157513809321566,0.432254506834585,0.705042341652431
"ATMIN",0.3480729,0.025186088,"Asciz|RGD1305781","315037",0.200352914855946,0.221842657773285,0.516927045433944
"CCBL2",-0.4399762,0.025223214,"Kat3","541589",NA,NA,NA
"CIDEA",1.0524814,0.025334332,"","291541",0.972619922788789,0.000341941220365691,0.0140408674925039
"CRIP2",-0.36622167,0.025359625,"CRP2","338401",0.310713904492487,0.0296386946712895,0.190290882965125
"HIRA",0.5345021,0.025456967,"","363849",-0.115685284823165,0.54753222180505,0.78298851090423
"TWISTNB",0.56608593,0.025475383,"","362728",0.0312016703267032,0.86250473224392,0.944393028397875
"ENTPD3",-0.6030954,0.025481807,"NTPDase3","316077",0.0246627462137896,0.870052490737066,0.948179274896775
"PMP22",0.30523092,0.025500532,"Gas-3","24660",0.364324836450146,0.019945750560709,0.153329776188588
"TRPC7",-0.9399961,0.025614291,"","282822",-0.359428020701334,0.334498318367308,0.625473406094607
"KATNBL1",0.4713918,0.025625682,"","691543",0.0777742773395619,0.601130254230842,0.813954884042477
"USP24",0.584131,0.025641214,"","313427",0.0191223720000196,0.854385216136874,0.940874444084676
"RAVER1",0.44098482,0.025709024,"Raver1h","298705",0.184268774743924,0.318577046427834,0.611833401836978
"FNDC5",-0.41621748,0.025931872,"","260327",-0.356031212380766,0.00824133089094206,0.0929367469681483
"PMAIP1",0.9662358,0.025931872,"Noxa","492821",0.0142195215803266,0.965104805239934,0.987364372561214
"NR2F1",-0.6552084,0.02600139,"COUP-TFI","81808",-0.0033718655939107,0.979893460290173,0.992999876180821
"PDIA5",0.75548553,0.02600139,"","360722",-0.124124339406556,0.69039330084617,0.862400269218874
"HPDL",0.6105229,0.026015805,"Gloxd1|RGD1310014","313521",0.0742092748597512,0.861333487880904,0.943888852845019
"INHBB",0.5896933,0.02605992,"","25196",0.147709664006545,0.446973703723836,0.715983711100449
"CAPN1",-0.8966967,0.026103247,"","29153",-0.147959787872814,0.375425782099066,0.661382897400869
"EHF",1.021225,0.026108855,"","295965",NA,NA,NA
"ARFIP1",0.44239298,0.026112726,"","60382",-0.0821784162818326,0.697814989163076,0.865685149693974
"MCL1",0.3782775,0.026118701,"","60430",0.820692152816049,1.0999563431913e-05,0.00131494054619208
"SIKE1",0.24370816,0.026174108,"RGD1311316|Sike","362007",-0.0866158374560913,0.407012113958103,0.686763015384151
"SRPK2",0.29034224,0.026197786,"","296753",0.0706200882128679,0.512735684061768,0.761506171496903
"ZBTB9",0.33083826,0.026280228,"3930402F13Rik","294289",NA,NA,NA
"ZFP213",-0.49818873,0.026280472,"Znf213","287094",-0.514545733694509,0.0735803623423644,0.301632579725832
"NTM",-0.28882337,0.026316976,"Hnt|RNU16845","50864",-0.0650712347983381,0.648923608899031,0.839918709930544
"AIFM1",-0.3125007,0.026340885,"Aif|Pdcd8","83533",-0.155901201665705,0.169866398353685,0.455740712009429
"CASP8AP2",0.4594791,0.026352275,"","313128",-0.205807004449247,0.22976667541812,0.525599297082791
"LDHA",0.43479967,0.026459916,"Ldh1","24533",0.580666284202243,4.65697311827978e-05,0.00357782343271681
"VPS25",-0.42980328,0.026719892,"","681059",-0.0488235611421888,0.911654620037532,0.965942015647341
"SLC25A20",-0.3190037,0.026738843,"","117035",-0.00914595219493033,0.95444047913131,0.982586803144961
"LOC100910945",-0.46788025,0.026746746,"","100910945",NA,NA,NA
"SNCA",-0.6050173,0.026817571,"","29219",0.483327649490071,0.001800778476696,0.0384466779506641
"PLEKHA1",0.25035676,0.026821863,"RGD1564153","361659",0.0871269124402007,0.591790387356334,0.810145163468167
"AKT2",0.5054009,0.026897125,"","25233",-0.238308125540342,0.233299978681919,0.529890572071198
"KLF4",0.90540993,0.02692236,"GKLF","114505",0.4765352601539,0.0695568407184695,0.294482898506097
"DEPDC5",-0.40845168,0.026927,"","305464",-0.0261737935293632,0.828563693368732,0.929091971378288
"NGB",-0.6928232,0.026994903,"","85382",0.523821279332231,0.181337455992315,0.471398935892338
"IVD",-0.39578953,0.027016677,"","24513",-0.173350077600576,0.256920833719488,0.555037214286837
"PSMG1",-0.47655776,0.027284902,"Dscr2","288236",0.196790356312168,0.282505382254717,0.579835098358677
"GORASP2",0.2791223,0.027284902,"GRASP55|Grs2","113961",0.337515282512369,0.00444246159311297,0.0637007323236218
"ATP10A",0.7995832,0.02731377,"","365266",-0.497774724916539,0.000134783948208763,0.00766096985624365
"TBL3",0.31145382,0.027333464,"","287120",0.180601440058681,0.179146367574532,0.468339462541214
"QDPR",-0.28917953,0.02734116,"","64192",0.024127650604529,0.889290826881683,0.956310116651934
"SPSB4",-0.6106562,0.027451115,"RGD1562307","300950",-0.223843819372024,0.549690481518924,0.784607580204727
"TYR",-0.9649715,0.02745966,"C","308800",NA,NA,NA
"RNASEH2A",-0.5348562,0.02767752,"","364974",0.0684999416428659,0.621614932283911,0.826052083432909
"SDPR",-0.81919664,0.027761383,"","316384",NA,NA,NA
"CACNG8",0.47115186,0.027788473,"","140729",0.0517279065733671,0.656163567925044,0.844411533568602
"IFNG",0.96064746,0.027807288,"IFNG2","25712",NA,NA,NA
"RBL1",0.63687265,0.027824886,"","680111",-0.184065373764809,0.489217842179607,0.74615087943923
"RANBP6",0.26083702,0.027894719,"","309326",0.327186114126445,0.00694649534691909,0.0844368530487891
"GPM6A",-0.5804157,0.028009865,"M6a","306439",0.301694474502683,0.00823243563939917,0.0929134572826177
"TIMELESS",0.5192112,0.02803853,"","Tim",-0.261310578465167,0.180500318753785,0.470077322430947
"SLITRK3",-0.5794967,0.028080568,"","310519",-0.0445095461957855,0.723049878455462,0.879039914576817
"CEP120",-0.25485238,0.028080568,"Ccdc100|RGD1565619","307302",0.143675899164393,0.195796253639533,0.488725650802285
"MIPEP",-0.30178705,0.02809246,"","81684",0.0414977633617544,0.710549371848324,0.872761131470031
"CDC42SE1",0.23582925,0.028155314,"","499672",0.234900985857616,0.111812069981218,0.370936023521389
"SLC41A3",-0.53476036,0.028180331,"","641603",-0.33604972241138,0.178943155602469,0.468339462541214
"TMEM8A",-0.41689226,0.02822031,"M83|Tmem8","303004",NA,NA,NA
"ACTN2",-0.4354072,0.028269438,"","291245",0.0339167482492124,0.871534711292419,0.948632547607079
"VPS53",-0.28410313,0.028292362,"RGD1311391","287535",0.0631028285166966,0.571562788094784,0.797769348320024
"COMMD1",-0.6125608,0.028329818,"","289831",0.0169140623416507,0.910140036530585,0.965484234853303
"CDH22",0.44884676,0.028351601,"","29182",-0.173464346893183,0.372600356836345,0.658673736638039
"HIST3H2A",-0.5952332,0.028359205,"H2a","64646",-0.104399706921998,0.581059741630136,0.803462929668593
"EFNA1",-0.98023325,0.028365927,"B61","94268",0.377801025788283,0.300119237913547,0.595226799025185
"RNF111",0.2780099,0.028372575,"","300813",0.0495881887583133,0.703148099320596,0.868672125116104
"WDHD1",0.58513665,0.028372575,"","305827",0.529328876465539,0.0609477766202515,0.275954282666319
"LASP1",-0.43409932,0.028413778,"","29278",0.0224560198170191,0.876851588256952,0.950979869556037
"CDK2AP1",0.51430607,0.028428685,"","360804",0.123040357468998,0.454911053203526,0.72124515501709
"SDC2",0.40368718,0.02844198,"HSPG","25615",0.0481309539518457,0.628744149435636,0.829289592037597
"DGUOK",-0.7135703,0.028450714,"","297389",-0.515706666393814,0.0214204656943633,0.159482743475769
"TNFRSF11A",-0.5661064,0.0285034,"RANK|RGD1563614","498206",-0.177731638366663,0.470731956724748,0.732424705231677
"SPATA2L",0.43527207,0.028505994,"RGD1560840","498963",0.1125165270865,0.406424066206707,0.686329061873536
"TANGO2",-0.4104154,0.028557584,"RGD1310348","360738",-0.179181456381106,0.277262533377471,0.574230924539284
"LYAR",0.6589188,0.028607719,"","289707",0.0927171879241321,0.528902528553457,0.771336610336191
"TAF5L",0.6951462,0.028670723,"","307927",0.248156938011664,0.0506668314582706,0.25296796289966
"FIBP",-0.52428794,0.028681373,"","282837",-0.0657268256787941,0.619579483613691,0.824636554419684
"N4BP2L1",-0.5847066,0.028689358,"","498131",-0.0942965892536576,0.458324232667199,0.723540839614847
"PCBP2",0.33674398,0.028723367,"","363005",0.0852982305868675,0.488928549572983,0.745988813762015
"RGD1309104",0.38246995,0.028741185,"","289084",NA,NA,NA
"EIF2AK4",-0.41502848,0.028792525,"","114859",0.10578768562807,0.480100432031509,0.739266572803652
"DPYSL2",-0.5521578,0.02881728,"Crmp2|TOAD-64","25416",0.141806042644508,0.273483877925053,0.569953966014093
"NAAA",-0.9980757,0.02890205,"Asahl","497009",0.0528499701704932,0.73954713322495,0.888116288517456
"CHMP6",-0.37391767,0.028960612,"RGD1565325","287873",-0.168658864266051,0.178039773710996,0.466878104533435
"ACKR2",-0.9902222,0.02896535,"Ccbp2|D6","140473",-1.46098705635726,0.00789041696762641,0.0909086216168759
"TMBIM6",0.24474776,0.02903055,"Ab1-011|Ac1-149|Cc1-27|Te","24822",0.108111461655759,0.305923365496241,0.601152780638056
"SAPCD1",-0.5870442,0.029040692,"Ng23","406170",NA,NA,NA
"GPAT4",0.29193175,0.029048502,"Agpat6|RGD1310520","290843",0.320134668055584,0.00845993452129528,0.0946216914239234
"GPR26",0.79486054,0.02906515,"","192153",0.0461375383618419,0.790037161591199,0.911773288239093
"DMC1",-0.954366,0.029074695,"Dmc1h","362960",-0.193205653483933,0.548366671505764,0.783586714801338
"ACAA1",-0.3464555,0.029277159,"Acaa|Acaa1a|Pktaa","24157",NA,NA,NA
"MKRN1",-0.32218188,0.029280579,"","296988",0.10587527961615,0.316372036410466,0.609806722817689
"GDAP2",0.2811545,0.02932361,"","362004",0.349769465778488,0.0159086777157247,0.135979060854481
"GPANK1",-0.55446744,0.029328948,"Bat4","415064",-0.37648104369114,0.0612192953959379,0.276677166978849
"BLOC1S5",-0.52388054,0.029396914,"Muted","306868",-0.058404178819091,0.782602649145372,0.907709301257897
"MAPRE1",0.30936545,0.029399548,"Eb1","114764",0.539531831235101,0.000113404713457536,0.00682496249049441
"ZIC2",0.5563749,0.029415943,"","361096",-0.116396909378971,0.759056441257001,0.897902558726307
"SLC2A13",-0.44457495,0.029434267,"Hmit","171147",0.204830740628437,0.143480877994361,0.418584502560831
"TIMP3",0.66125244,0.029497175,"","25358",0.296217191522107,0.0425510564205902,0.230043837362841
"SLC2A1",0.4447203,0.029523157,"GLUTB|GTG1|Glut1|Gtg3|RA","24778",1.01567861505833,0.00107655072175482,0.0282682471198228
"GFRA2",0.7065282,0.029685542,"Retl2","25136",0.167509872336009,0.298700867033789,0.594163782678898
"RARS",0.41149497,0.029705409,"","287191",0.172436713561047,0.177977542895774,0.466828222421671
"FAF1",0.34779784,0.029716888,"","140657",0.00659959681867384,0.951079009756311,0.981093904901877
"TPM2",0.8883627,0.029716888,"","500450",0.197945071110676,0.531002890964144,0.773006627412373
"SPCS3",0.35186204,0.029738758,"","680782",0.347912958359948,0.0357480047305413,0.20921487776488
"NUDT14",-0.6949743,0.029768933,"","299346",0.0276082939001324,0.926018260047523,0.971911402242244
"TRAPPC2B",-0.56372106,0.02983081,"","100910318",NA,NA,NA
"SESN2",0.63824654,0.029846989,"RGD1566319","502988",0.226520085230392,0.249745056443344,0.547857837970021
"EXOC3L1",-0.6660272,0.029977003,"Exoc3l|RGD1311132","291961",NA,NA,NA
"MYPOP",-0.6344545,0.03004929,"P42pop|RGD1565160","499090",-0.0887647016652439,0.511416331654825,0.76072993445195
"SYT13",-0.48842904,0.030050488,"","80977",0.135290282551931,0.408509105634974,0.687863176390951
"LOC689986",-0.37586313,0.030110314,"","689986",NA,NA,NA
"IFT122",-0.36788243,0.030110314,"Wdr10","312651",-0.197530527425817,0.142798186064553,0.417885460379082
"SWSAP1",-0.48390603,0.03014336,"","RGD1308026",-0.156536782675853,0.464383619616333,0.727752890468046
"LRRC34",-0.8412541,0.030171528,"RGD1565052","499589",NA,NA,NA
"ZHX2",0.55784607,0.030193167,"","314988",0.665226731027006,0.0154926695426808,0.134462745885899
"FBXL14",0.4120996,0.030285114,"","312675",0.0724557089606626,0.525450637077381,0.76922784189119
"SLC4A5",-0.92623943,0.030432098,"NBC4","297386",NA,NA,NA
"SRCIN1",-0.5569027,0.030438466,"P140|Snip","56029",0.00621180919450092,0.976289290069234,0.991406027463854
"IRX6",1.0180786,0.030557713,"RGD1564830","307715",NA,NA,NA
"TRERF1",-0.6184687,0.03057336,"","316219",-0.399523053514062,0.0516276621171777,0.254942587222355
"WNT16",-1.0102184,0.030616408,"","500047",0.275790595963264,0.545449910932488,0.782149265892588
"ZFP697",0.8302689,0.030626684,"RGD1308711|Znf697","295310",-0.120949902701629,0.429972102058105,0.703689861470086
"CACNB4",0.641858,0.030679084,"","58942",0.0486865384424259,0.723489825418148,0.879361378539123
"THSD7A",-0.6736665,0.030782651,"RGD1566201","500032",-0.420222779159138,0.000712246804359068,0.0223159768645719
"PCDHGA2",-0.493664,0.030789359,"","498846",0.262528194057597,0.112682359730448,0.372368611887018
"LARS2",-0.39411244,0.030789359,"","363172",-1.92345347875371,0.0195433214413516,0.151878254209243
"CUL2",0.24325298,0.030789359,"","361258",0.214905327200992,0.0381039143940003,0.216847165303166
"CLINT1",0.54087186,0.030789359,"Clint|Enth|Epn4","360515",0.0924765831873599,0.50316370582024,0.755096131169325
"NIT1",-0.2994909,0.030802669,"","289222",-0.072878800289125,0.566211428215616,0.79485580709028
"AARS",0.37740648,0.030811546,"","292023",0.173227539216062,0.0709128710433092,0.29679769463088
"LHFPL5",-0.72176534,0.030828876,"Tmhs","294303",0.125429145772287,0.669218954269802,0.850267509609978
"BCL2L11",-0.5232826,0.030841896,"Bim|BimL","64547",0.267076866332469,0.258513222694406,0.557014653615082
"HDX",0.7631826,0.030876638,"RGD1563666","317617",0.14025817784902,0.375632773356031,0.661576674850327
"APCS",0.9416904,0.030882161,"Sap","29339",NA,NA,NA
"SLC4A10",-0.45854294,0.03095376,"NCBE","295645",0.21881555309035,0.0728852773118954,0.301053579476546
"CCDC65",-0.37604862,0.03095376,"","362994",-0.0149493084594615,0.925791415217758,0.971911402242244
"RHOT1",0.26838666,0.031272113,"","303351",0.105840904723521,0.280827578819347,0.57766838903806
"STAT2",-0.37317953,0.031295735,"","288774",-0.749219233039141,0.0102880831071292,0.106052774074599
"SCN1A",-0.72736907,0.031329434,"","81574",-0.121506833465095,0.52956266859902,0.771805402636943
"STEAP2",0.40834293,0.03136245,"","312052",-0.277131493623828,0.271808775728911,0.568997238841344
"RAMP2",-0.6928447,0.031428874,"","58966",-0.516938167209669,0.00880571151327307,0.0969765710358415
"CPT1C",-0.35671914,0.031512763,"CPT","308579",0.0599196690836079,0.552313249881923,0.786296091218529
"FBXL20",-0.6405506,0.031550296,"Fbl2|Fbxl2","64039",-0.494815925724267,0.00271940253493039,0.049005231399633
"NRG1",0.55282503,0.0316391,"","112400",0.0505738970417562,0.729755563568975,0.883163850501688
"S100PBP",-0.5235443,0.031642627,"RGD1564943","500551",-0.173297365682681,0.143067447971459,0.418206588627427
"NAA40",0.51848483,0.031666256,"Nat11|RGD1565838","361718",-0.11088745814853,0.305540351418842,0.600862766735362
"IL25",-1.0208933,0.031695936,"RGD1561632","501996",NA,NA,NA
"DCPS",-0.34323475,0.031695936,"Hint-5","266605",-0.166336870302809,0.301834645924489,0.59719014938183
"CORO2A",-0.488291,0.031715386,"","313235",0.390849589727689,0.0264329954419724,0.178564527148775
"RNF5",-0.45976725,0.031731933,"","407784",-0.123916454391938,0.426900817157111,0.701583173151555
"HK2",0.47732583,0.03179401,"","25059",-0.128838934256451,0.627198156865666,0.828570513640988
"GEMIN8",-0.41399086,0.0318039,"Fam51a1","363462",-0.530769977974626,0.00107599803584027,0.0282682471198228
"POU1F1",1.0202218,0.0318039,"GHF1|GHF1A|PIT1Z|Pit1","25517",NA,NA,NA
"DCAF7",-0.3669658,0.031858068,"RGD1305140|Wdr68","303602",0.0918257396274523,0.457742816227463,0.723324851775918
"ATP6V1B2",0.42750973,0.031886395,"Atp6b1b2|Atp6b2|Vatb","117596",0.374671585491749,0.00270793734808377,0.0489053963075816
"SMAP2",0.3646476,0.03202195,"RGD1308418|Smap1l","298500",0.275907167892547,0.129435320047058,0.398091916248746
"ATP11A",0.49652663,0.03202961,"Ua20","306600",0.234799766621939,0.0788508566792294,0.311212743889141
"DDB2",-0.5134682,0.03221289,"","100362121",-0.457770913801773,0.0130392337858834,0.12189910627882
"RGD1308601",0.568617,0.0323027,"","307249",NA,NA,NA
"TRIP12",0.48558667,0.03232823,"Gtl6|TRIP-12","316575",0.127369467224679,0.257543110479431,0.555715187876212
"RAD21",-0.26925308,0.032404546,"","314949",-0.053155793835301,0.648255839585629,0.839410140655058
"RGS5",0.9978223,0.03242148,"","54294",-0.153976433388846,0.26924479946964,0.566857401661465
"POGLUT1",0.39570394,0.032437116,"Ktelc1|RGD1306248","288091",-0.114359662137608,0.349934207526566,0.639685618717943
"PATL1",0.5256846,0.032437116,"Pat1b|RGD1305514","361736",0.0978453733736573,0.496117258746194,0.750576809498309
"SLC1A4",0.54220474,0.032437116,"ASCT1","305540",0.13722956009095,0.273165684858079,0.569545164414714
